PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
16552012,Diffusion Alterations in Corpus Callosum of Patients with HIV,humans,Healthy controls;HIV,diffusion MRI,Corpus Callosum - Genu;Corpus Callosum - Splenium;Corpus Callosum,,single study,FA;MD,,correlation,decrease;increase,DTI measures vs cognitive impairment severity;HIV patients vs Healthy controls,yes,yes,no,
24080382,in vivo quantification of white matter microstructure for use in aging: A focus on two emerging techniques,humans,dementia;depression;aging population;individuals at risk for dementia,diffusion tensor imaging;diffusion MRI;multi-component relaxometry,,,review,,,,,determine the contribution of myelin versus axonal integrity to aging white matter;DTI in understanding white matter alterations in aging,no,no,no,Dementia
22078796,Multicenter stability of diffusion tensor imaging measures: A European clinical and physical phantom study,humans,Healthy controls;Alzheimer's disease,diffusion MRI,,,single study,FA,,tract based spatial statistics;region of interest analysis;coefficient of variation;deformation based analysis,no mention,multicenter reproducibility of DTI acquisitions across scanners;Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
36601694,Whole-brain DTI parameters associated with tau protein and hippocampal volume in Alzheimers disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Fornix;Hippocampal Cingulum;Global,,single study,,,correlation;linear regression,no mention,"Correlation of DTI measures with CSF Aβ42, p-Tau, and t-Tau;Relationship between hippocampal volume and DTI measures;mild Alzheimer's disease and amnestic mild cognitive impairment vs healthy controls",yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
20808130,Specific Anatomic Associations Between White Matter Integrity and Cognitive Reserve in Normal and Cognitively Impaired Elders,humans,Alzheimers disease;young individuals;healthy elders;amnestic mild cognitive impairment,diffusion MRI;Anatomical MRI,Corpus Callosum - Genu,TBSS,single study,FA,,correlation;regression,decrease,"Cognitive reserve vs white matter integrity in healthy elders, a-MCI, and Alzheimers disease",yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
22256149,,humans,amnestic Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion weighted MRI;diffusion MRI;DTI,Corpus Callosum,,single study,FA,,,decrease;no change,Atlas-based tractography vs TBSS;amnestic Mild Cognitive Impairment vs Healthy controls;Alzheimer's disease vs amnestic Mild Cognitive Impairment;Alzheimer's disease patients vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
22383234,White Matter Alterations in Cognitively Normal apoE 2 Carriers: Insight into Alzheimer Resistance?,humans,cognitively normal elderly apoE 2 carriers;cognitively normal elderly apoE 33 controls,diffusion MRI,Parahippocampal Cingulum;Superior Longitudinal Fasciculus;Corpus Callosum;Anterior Corpus Callosum;posterior cingulate;Internal Capsule;(Anterior) Cingulum Bundle,FSL,single study,FA;MD;AD;RD,,,increase,apoE 2 carriers vs apoE 33 controls,yes,yes,yes,Alzheimers Disease
32671535,Accelerated epigenetic aging in adolescents from low-income households is associated with altered development of brain structures,humans,adolescents from low-income households,,,,single study,,,statistical analysis,,association between accelerated epigenetic aging and altered development of brain structures in adolescents from low-income households,no,yes,no,
28017479,Psychiatry Research Neuroimaging,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Fornix,FSL;ExploreDTI,single study,FA;MD,,,decrease;increase,Alzheimer's patients vs healthy controls;Mild Cognitive Impairment vs healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
19546655,Diffusion Tensor Imaging of the Posterior Cingulate is a Useful Biomarker of Mild Cognitive Impairment,humans,nonamnestic MCI (naMCI);amnestic MCI (aMCI);Mild Cognitive Impairment;Healthy controls,Diffusion Tensor Imaging (DTI);diffusion MRI;Anatomical MRI,Internal Capsule;posterior cingulate;Parahippocampal Cingulum;Corpus Callosum - Splenium,,single study,FA;MD,,logistic regression;ROC analysis,no mention,aMCI vs naMCI and normal comparison group;MCI vs cognitively normal controls,yes,yes,no,Mild Cognitive Impairment
20947245,A primary study of diffusion tensor imaging-based histogram analysis in vascular cognitive impairment with no dementia,humans,Vascular cognitive impairment with no dementia;Healthy controls,diffusion MRI;Anatomical MRI,Global,,single study,FA;MD,,voxel-based analysis;correlation;histogram analysis,decrease,Vascular cognitive impairment with no dementia patients vs healthy controls,yes,yes,no,Vascular Cognitive Impairment and Dementia
24067771,White Matter Characteristics of Idiopathic Normal Pressure Hydrocephalus: A Diffusion Tensor Tract-Based Spatial Statistic Study,humans,Idiopathic Normal Pressure Hydrocephalus;Healthy controls,diffusion MRI,posterior limb of internal capsule;Cerebral Peduncle;Corpus Callosum,TBSS,single study,FA,,TBSS;ROI analysis,decrease;no mention;increase,Idiopathic Normal Pressure Hydrocephalus patients vs controls,yes,yes,no,Idiopathic Normal Pressure Hydrocephalus
23344962,Full diffusion characterization implicates regionally disparate neuropathology in Mild Cognitive Impairment,humans,Mild Cognitive Impairment,diffusion MRI;DTI,Fornix,,single study,FA;MD;AD;RD,,,no mention,Association between diffusion measures and memory impairment in Mild Cognitive Impairment,yes,yes,no,Mild Cognitive Impairment
25756991,The Semantic Variant of Primary Progressive Aphasia: Clinical and Neuroimaging Evidence in Single Subjects,humans,Semantic Variant Of Primary Progressive Aphasia,PET;diffusion MRI,Inferior Longitudinal Fasciculus;Uncinate Fasciculus,SPM,single study,FA,,correlation;group analysis;single-subject analysis,no mention,Semantic Variant Of Primary Progressive Aphasia patients clinical-functional correlations,yes,yes,yes,Semantic Variant Of Primary Progressive Aphasia
25346330,Neurobiological correlates of depressive symptoms in people with subjective and mild cognitive impairment,humans,Depressive symptoms;Mild cognitive impairment;Subjective cognitive impairment;Predementia Alzheimer's disease,PET;diffusion MRI;Anatomical MRI,,,single study,,,correlation,increase,depressive symptoms vs non-depressed in subjective and mild cognitive impairment,yes,yes,yes,Prodromal Alzheimers Disease;Mild Cognitive Impairment;Alzheimers Disease
23300797,Different Patterns of White Matter Degeneration Using Multiple Diffusion Indices and Volumetric Data in Mild Cognitive Impairment and Alzheimer Patients,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Cingulum;Uncinate Fasciculus;Corpus Callosum,,single study,FA;MD;RD,,,decrease,Mild Cognitive Impairment patients vs Healthy controls;Alzheimer's disease patients vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
38626373,"Perivascular Spaces, Diffusivity Along Perivascular Spaces, and Free Water in Cerebral Small Vessel Disease",humans,Cerebral Small Vessel Disease,diffusion MRI;Anatomical MRI,,,single study,FW;DTI-ALPS,,linear mixed model;latent change score model;regression,decrease;increase,"How PVS, DTI-ALPS, and FW contribute to SVD progression and cognitive decline",yes,yes,no,Cerebral Small Vessel Disease
18455835,White Matter Pathology Isolates the Hippocampal Formation in Alzheimers Disease,humans,Alzheimer's disease,diffusion MRI;Anatomical MRI,Parahippocampal Cingulum,,single study,FA;AD;RD,,,decrease,WM tissue changes in individuals with Alzheimer's disease,yes,yes,yes,Alzheimers Disease
37503159,Magnetic resonance imaging of white matter response to diesel exhaust particles,mice,,diffusion MRI;Anatomical MRI,,,single study,FA,,,decrease,DEP-exposed mice vs control mice,yes,no,no,
23762308,"Associations between White Matter Hyperintensities and b Amyloid on Integrity of Projection, Association, and Limbic Fiber Tracts Measured with Diffusion Tensor MRI",humans,Mild Cognitive Impairment;PiB negative;PiB positive;WMH pathology;Healthy controls,PET;diffusion MRI;Anatomical MRI,Cingulum;Fornix;Parahippocampal Cingulum;Corona Radiata;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum - Splenium;Corpus Callosum;Superior Fronto-Occipital Fasciculus;Internal Capsule,,single study,FA,,ANOVA;Multivariate analysis of covariance,decrease,PiB positive vs PiB negative;Interaction: PiB and WMH pathology on FA;WMH pathology vs no WMH pathology,yes,yes,no,Mild Cognitive Impairment;Cerebral Amyloid Angiopathy
21904533,Multi-modal MRI analysis with disease-specific spatial filtering: initial testing to predict mild cognitive impairment patients who convert to Alzheimers disease,humans,Alzheimers disease (AD);amnestic mild cognitive impairment (aMCI);cognitively normal elderly (NC),T1-weighted MRI;DTI;Anatomical MRI;T2-weighted MRI;diffusion MRI,,,single study,,,linear discriminant analysis;ROC analysis;voxel-based comparison,no mention,Predict aMCI-converters vs aMCI-stable patients;Differentiate AD from NC,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
23960182,"Accelerated Aging, Decreased White Matter Integrity, and Associated Neuropsychological Dysfunction 25 Years After Pediatric Lymphoid Malignancies",humans,Survivors of pediatric lymphoid malignancies,,,,single study,,,,decrease,"Long-term (25 years) effects of pediatric lymphoid malignancies on aging, white matter integrity, and neuropsychological function",no,yes,no,
32607611,Connectome mapping with edge density imaging differentiates pediatric mild traumatic brain injury from typically developing controls: proof of concept,humans,typically developing controls;mild traumatic brain injury,Anatomical MRI;diffusion MRI;CT;DTI,Tapetum;Corpus Callosum - Splenium;External Sagittal Stratum,,single study,FA,,t-test;principal component analysis;support vector machine;ROC,no mention,pediatric mild traumatic brain injury vs typically developing controls,yes,yes,no,
24052798,Imaging Findings Associated with Cognitive Performance in Primary Lateral Sclerosis and Amyotrophic Lateral Sclerosis,humans,Healthy controls;Primary lateral sclerosis;Amyotrophic lateral sclerosis,diffusion MRI;Anatomical MRI,,MRI Studio,single study,FA;AD;RD,,regression,,Patients with cognitive/behavioral changes vs patients without cognitive/behavioral changes;Primary lateral sclerosis patients vs Amyotrophic lateral sclerosis patients;Association between executive function/memory performance and diffusion metrics,yes,yes,no,
21818628,"Longitudinal changes of fractional anisotropy in Alzheimers disease patients treated with galantamine: a 12-month randomized, placebo-controlled, double-blinded study",humans,Healthy controls;Alzheimer's disease,diffusion MRI;DTI,Corpus Callosum;posterior cingulate;Corpus Callosum - Posterior Midbody,,single study,FA,,,decrease,Galantamine treatment vs placebo in Alzheimer's patients;Alzheimer's patients vs Healthy controls,yes,yes,yes,Alzheimers Disease
38784911,Diffusion imaging markers of accelerated aging of the lower cingulum in subjective cognitive decline,humans,Cognitively normal;Subjective Cognitive Decline;Healthy controls,T1-weighted MRI;Anatomical MRI;diffusion MRI;DTI,Hippocampal Cingulum,,single study,FA;MD;AD;RD,,correlation;group comparison;interaction,decrease;increase,"Associations between SCD, memory, and age;Subjective Cognitive Decline vs Healthy controls",yes,yes,no,Mild Cognitive Impairment;Alzheimers Disease
38018509,Neuroimaging Characteristics of Hearing Loss in the Mayo Clinic Study of Aging,humans,Hearing loss;Older adults,,,,single study,,,correlation,no mention,Hearing loss (audiometry) vs neuroimaging characteristics in older adults,no,yes,no,
36710073,Regional Vulnerability of the Corpus Callosum in the Context of Cardiovascular Risk,humans,Older adults without dementia,diffusion MRI;Anatomical MRI,Corpus Callosum - Genu;Corpus Callosum - Splenium,,single study,FA,,regression,decrease;no mention,Anterior (genu) vs posterior (splenium) corpus callosum associations with systemic and cardiovascular risk factors,yes,yes,no,
23625776,Diffusion tensor imaging (DTI) in the detection of white matter lesions in patients with mild cognitive impairment (MCI),humans,amnestic MCI single domain;Mild Cognitive Impairment;amnestic MCI multi domain;Healthy controls,diffusion MRI,Cingulum;Superior Longitudinal Fasciculus;Corpus Callosum,,single study,FA;MD,,correlation,no mention;increase,amnestic MCI single domain vs amnestic MCI multi domain;Mild Cognitive Impairment vs Healthy controls,yes,yes,no,Mild Cognitive Impairment
37469125,MRI biomarkers for memory-related impairment in amyotrophic lateral sclerosis: a systematic review,humans,Motor neuron disease (MND);ALS frontotemporal dementia (ALS-FTD);Amyotrophic lateral sclerosis (ALS),diffusion MRI;fMRI;Anatomical MRI,,,review,,,,no mention,"Identify MRI biomarkers for memory-related impairment in ALS, MND, and ALS-FTD patients",yes,yes,yes,Frontotemporal Dementia;Dementia
31803008,"Amyloid Load, Hippocampal Volume Loss, and Diffusion Tensor Imaging Changes in Early Phases of Brain Aging",humans,normal aging;Healthy controls,Diffusion Tensor Imaging;diffusion MRI;Anatomical MRI,,,single study,,,,decrease,"Relationship between amyloid load, hippocampal volume loss, and DTI-based white matter microstructure changes in normal aging",yes,yes,no,
30827922,NeuroImage: Clinical,humans,progranulin mutation carriers;Familial controls;chromosome 9 open reading frame 72 mutation carriers;Presymptomatic FTD mutation carriers;microtubule-associated protein Tau mutation carriers,DTI;diffusion MRI;fMRI;Anatomical MRI,,,single study,RD,,AUC;machine learning;classification,no mention,Presymptomatic FTD mutation carriers vs familial controls,yes,yes,yes,Frontotemporal Dementia;Behavioral Variant Frontotemporal Dementia
