PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
23344962,Full diffusion characterization implicates regionally disparate neuropathology in Mild Cognitive Impairment,humans,Mild Cognitive Impairment,diffusion MRI,Fornix,,single study,FA;DA;MD;DR,,,,Mild Cognitive Impairment individuals,yes,yes,no,Mild Cognitive Impairment
25756991,The Semantic Variant of Primary Progressive Aphasia: Clinical and Neuroimaging Evidence in Single Subjects,humans,semantic variant of primary progressive aphasia,diffusion MRI;18 F-FDG-PET,Inferior Longitudinal Fasciculus;Uncinate Fasciculus,SPM,single study,FA,,correlation,decrease,svPPA patients cognitive assessment,yes,yes,yes,Primary Progressive Aphasia
25346330,Neurobiological correlates of depressive symptoms in people with subjective and mild cognitive impairment,humans,mild cognitive impairment;subjective cognitive impairment,FDG-PET;diffusion MRI;MRI,,,single study,WM,,correlation,no mention,depressed vs non-depressed patients with SCI and MCI,yes,yes,no,Alzheimers Disease
23300797,Different Patterns of White Matter Degeneration Using Multiple Diffusion Indices and Volumetric Data in Mild Cognitive Impairment and Alzheimer Patients,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Cingulum;Uncinate Fasciculus;Corpus Callosum,,single study,FA;MD,,,decrease,MCI and AD patients vs controls,yes,yes,yes,Alzheimers Disease
38626373,"Perivascular Spaces, Diffusivity Along Perivascular Spaces, and Free Water in Cerebral Small Vessel Disease",humans,Cerebral Small Vessel Disease,diffusion MRI,,,single study,DTI-ALPS,,regression,increase,SVD progression and cognitive decline,yes,yes,no,Cerebral Small Vessel Disease
18455835,White Matter Pathology Isolates the Hippocampal Formation in Alzheimers Disease,humans,Alzheimer's disease,diffusion MRI,parahippocampal WM,,single study,FA;AD;RD,,,,Alzheimer's patients,yes,yes,yes,Alzheimers Disease
37503159,Magnetic resonance imaging of white matter response to diesel exhaust particles,mice,,diffusion MRI,,,single study,FA,,,,,yes,no,no,
23762308,"Associations between White Matter Hyperintensities and b Amyloid on Integrity of Projection, Association, and Limbic Fiber Tracts Measured with Diffusion Tensor MRI",humans,mild cognitive impairment,PET;diffusion MRI;MRI,superior fronto-occipital fasciculus;superior longitudinal;inferior fronto-occipital fasciculus;corona radiata;internal capsule;cingulum;parahippocampal white matter;fornix;corpus callosum,,single study,FA,,multivariate analysis of covariance,decrease,Amyloid deposition vs white matter hyperintensities,yes,yes,no,
21904533,Multi-modal MRI analysis with disease-specific spatial filtering: initial testing to predict mild cognitive impairment patients who convert to Alzheimers disease,humans,cognitively normal elderly;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI;Anatomical MRI,,,single study,,,linear discriminant analysis,,aMCI-converters vs aMCI-stable patients,yes,yes,yes,Alzheimers Disease
23960182,"Accelerated Aging, Decreased White Matter Integrity, and Associated Neuropsychological Dysfunction 25 Years After Pediatric Lymphoid Malignancies",,,,,,single study,,,,,,no,no,no,
32607611,Connectome mapping with edge density imaging differentiates pediatric mild traumatic brain injury from typically developing controls: proof of concept,humans,typically developing controls;pediatric mild traumatic brain injury,diffusion MRI,Tapetum;Sagittal Stratum;Callosal Splenium,SVM;PCA,single study,FA,,t-test;ROC,,pediatric mild traumatic brain injury vs typically developing controls,yes,yes,no,
24052798,Imaging Findings Associated with Cognitive Performance in Primary Lateral Sclerosis and Amyotrophic Lateral Sclerosis,humans,amyotrophic lateral sclerosis;healthy controls;primary lateral sclerosis,structural MRI;DTI,,MRI Studio,single study,FA;AD;RD,,linear regression,,cognitive performance in PLS vs ALS patients,yes,yes,no,
21818628,"Longitudinal changes of fractional anisotropy in Alzheimers disease patients treated with galantamine: a 12-month randomized, placebo-controlled, double-blinded study",humans,Healthy controls;Alzheimer's disease,diffusion MRI,posterior cingulate;Corpus Callosum,,single study,FA,,,decrease,Alzheimer's patients vs Healthy controls,yes,yes,yes,Alzheimers Disease
38784911,Diffusion imaging markers of accelerated aging of the lower cingulum in subjective cognitive decline,humans,subjective cognitive decline;cognitively normal participants,T1-weighted MRI;diffusion MRI;DTI,Cingulum Bundle,,single study,AxD;MD;RD;FA,,correlation,decrease,subjective cognitive decline participants vs controls,yes,yes,no,Dementia
38018509,Neuroimaging Characteristics of Hearing Loss in the Mayo Clinic Study of Aging,,,,,,single study,,,,,,no,no,no,
36710073,Regional Vulnerability of the Corpus Callosum in the Context of Cardiovascular Risk,humans,,diffusion MRI;Anatomical MRI,Corpus Callosum - Genu;Corpus Callosum - Splenium,,single study,FA,,multiple linear regression,decrease,older adults without dementia,yes,yes,no,
23625776,Diffusion tensor imaging (DTI) in the detection of white matter lesions in patients with mild cognitive impairment (MCI),humans,amnestic multi domain (md-MCI);amnestic single domain (a-MCI);cognitively normal (NC) controls,diffusion MRI,superior longitudinal fasciculus;posterior cingulate;anterior cingulum;Corpus Callosum,,single study,FA;ADC,,correlation,increase,MCI patients vs NC controls,yes,yes,no,
37469125,MRI biomarkers for memory-related impairment in amyotrophic lateral sclerosis: a systematic review,humans,ALS frontotemporal dementia;motor neuron disease;ALS,DTI;fMRI;sMRI,,,review,,,,,,no,yes,no,
31803008,"Amyloid Load, Hippocampal Volume Loss, and Diffusion Tensor Imaging Changes in Early Phases of Brain Aging",humans,,diffusion tensor imaging;MRI,,,single study,,,,,normal aging,yes,yes,no,
30827922,NeuroImage: Clinical,humans,familial controls;presymptomatic FTD mutation carriers,diffusion MRI;resting-state functional MRI;Anatomical MRI,,,single study,radial diffusivity,,AUC,no mention,presymptomatic FTD carriers vs controls,yes,yes,yes,Frontotemporal Dementia
22362286,Diffusion Tensor Imaging of Idiopathic Normal Pressure Hydrocephalus: A Voxel-Based Fractional Anisotropy Study,humans,Idiopathic Normal Pressure Hydrocephalus;Healthy controls,diffusion MRI,Forceps Minor;Corticospinal Tract,,single study,FA,,correlation;statistical comparisons,decrease,INPH patients vs controls,yes,yes,no,Idiopathic Normal Pressure Hydrocephalus
22438841,Episodic memory function is associated with multiple measures of white matter integrity in cognitive aging,humans,young adults;elders with extensive WMH;elders with minimal WMH,diffusion MRI,Inferior Longitudinal Fasciculus;Uncinate Fasciculus;Superior Longitudinal Fasciculus;Dorsal Cingulum Bundle,,single study,FA,,voxel-based statistics,decrease,episodic memory performance vs white matter injury,yes,yes,no,
29922120,Specific Patterns of White Matter Alterations Help Distinguishing Alzheimers and Vascular Dementia,humans,vascular dementia;Healthy controls;Alzheimer's disease,diffusion MRI,Parahippocampal Tract;Thalamic Radiation;Genu Of Corpus Callosum;Splenium,,single study,,,,,Alzheimer's disease vs vascular dementia vs healthy controls,yes,yes,yes,Vascular Dementia;Alzheimers Disease
29356183,Whole Brain White Matter Histogram Analysis of Diffusion Tensor Imaging Data Detects Microstructural Damage in Mild Cognitive Impairment and Alzheimers Disease Patients,humans,Mild Cognitive Impairment;Healthy subjects;Alzheimer's disease,diffusion MRI,,,single study,,,,,AD vs MCI vs healthy subjects,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
37954101,Markov model combined with MR diffusion tensor imaging for predicting the onset of Alzheimers disease,humans,normal controls;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI;Anatomical MRI,Global,automated fiber quantification,single study,FA,,correlation,decrease,AD patients vs normal controls,yes,yes,yes,Alzheimers Disease
26578952,structural connectivity is differently altered in dementia with lewy body and alzheimers disease,,,,,,single study,,,,,,no,no,no,
36703699,"Fornix degeneration in risk factors of Alzheimers disease, possible trigger of cognitive decline",,,diffusion weighted MRI,Fornix,,review,,,,,risk factors of Alzheimer's disease,no,no,no,Alzheimers Disease
22452849,Changes in mild cognitive impairment and its subtypes as seen on diffusion tensor imaging,humans,Mild Cognitive Impairment;Cognitively normal (controls),diffusion MRI,Corona Radiata;Anterior Cingulate;Corpus Callosum,,single study,FA;MD,,logistic regression,no mention,MCI vs cognitively normal controls,yes,yes,no,Mild Cognitive Impairment
20847435,Individual Prediction of Cognitive Decline in Mild Cognitive Impairment Using Support Vector Machine-Based Analysis of Diffusion Tensor Imaging Data,humans,Mild cognitive impairment;Healthy controls,diffusion MRI,Corpus Callosum,SVM,single study,FA;MD;RD,,classification;group comparisons,no mention,MCI versus Healthy controls;stable MCI versus progressive MCI,yes,yes,no,Mild Cognitive Impairment
36324717,Cerebral Circulation -Cognition and Behavior,humans,Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leukoencephalopathy;healthy controls;sporadic SVDs,7T MRI;3T brain MRI,,,single study,,,,,small vessel dysfunction in patients vs controls,no,yes,yes,Cerebral Small Vessel Disease
27084223,Diffusion tensor imaging of idiopathic normal-pressure hydrocephalus and the cerebrospinal fluid tap test,humans,idiopathic normal-pressure hydrocephalus,diffusion MRI,Inferior Longitudinal Fasciculus;Inferior Fronto-Occipital Fasciculus;Anterior Thalamic Radiation;Cingulum (Hippocampus),,single study,FA;MD;AD;RD,,,,CSFTT responders vs non-responders,yes,yes,no,Idiopathic Normal Pressure Hydrocephalus
22438182,Interindividual Variation in Serum Cholesterol is Associated with Regional White Matter Tissue Integrity in Older Adults,humans,Healthy adults,diffusion MRI,External Capsule;Internal Capsule;Superior Longitudinal Fasciculus,,single study,RD;AD,,,decrease,cholesterol levels vs white matter integrity,yes,yes,no,
39846567,Distinguishing Early from Late Mild Cognitive Impairment Using Magnetic Resonance Free-Water Diffusion Tensor Imaging,humans,Early Mild Cognitive Impairment;Late Mild Cognitive Impairment;Healthy controls,diffusion MRI,,,single study,fw-FA,,correlation,no mention,healthy controls vs early and late MCI,yes,yes,no,
36418623,Free water corrected diffusion tensor imaging discriminates between good and poor outcomes of comatose patients after cardiac arrest,humans,,diffusion MRI,,,single study,FA;MD,,t-test,no mention,comatose patients after cardiac arrest,yes,yes,no,
23365919,Correlation between Uncinate Fasciculus and Memory Tasks in Healthy Individual using Diffusion Tensor Tractography,humans,Healthy individuals,diffusion tensor imaging,Uncinate Fasciculus,,single study,FA,,,,correlation between Uncinate Fasciculus and memory tasks,yes,yes,no,
19428143,Cingulum fiber diffusivity and CSF T-tau in patients with subjective and mild cognitive impairment,humans,mild cognitive impairment;Healthy controls;subjective cognitive impairment,diffusion MRI,Cingulum Bundle,,single study,FA;DA;DR,,,decrease,SCI vs controls;MCI vs controls,yes,yes,no,Alzheimers Disease
31205489,Structural brain signature of cognitive decline in Parkinsons disease: DTI-based evidence from the LANDSCAPE study,humans,Healthy controls;Parkinson's disease,diffusion MRI,Anterior Forceps;Body of the Corpus Callosum;Corona Radiata;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Uncinate Fasciculus;Corpus Callosum,,single study,FA,,covariance analysis,decrease,Parkinson's disease patients vs healthy controls,yes,yes,yes,Dementia
25405990,"Diffusion Tensor Imaging of Parkinsons Disease, Multiple System Atrophy and Progressive Supranuclear Palsy: A Tract-Based Spatial Statistics Study",humans,Progressive Supranuclear Palsy;Healthy controls;Multiple System Atrophy;Parkinson's disease,diffusion MRI,Posterior Thalamic Radiation;Medial Lemniscus;Corona Radiata;Posterior Limb Of The Internal Capsule;Superior Longitudinal Fasciculus;Corpus Callosum;Superior Cerebellar Peduncle;Anterior Thalamic Radiation;Cerebral Peduncle;External Capsule;Anterior Limb Of The Internal Capsule;Corticospinal Tract;Retrolenticular,TBSS,single study,FA;MD,,,,PSP vs MSA vs PD vs controls,yes,yes,no,
39583646,Association of plasma neurofilament light chain with microstructural white matter changes in Down syndrome,humans,Down syndrome,diffusion weighted MRI,,,single study,,,Spearman correlation,no mention,plasma NfL concentration and white matter changes in Down syndrome,yes,yes,no,Alzheimers Disease
25196863,"Diffusion Tensor Imaging, Intracranial Vascular Resistance and Cognition in Middle-Aged Asymptomatic Subjects",humans,Asymptomatic subjects,diffusion MRI,Fornix;Anterior Thalamic Radiation;Corticospinal Tract,,single study,FA,,multivariate linear regression,decrease,MCA-PI associated with WM integrity and cognition,yes,yes,no,
29910747,Korsakoff Syndrome in Non-alcoholic Psychiatric Patients. Variable Cognitive Presentation and Impaired Frontotemporal Connectivity,humans,non-alcoholic psychiatric patients,diffusion MRI,Cingulum;Uncinate Fasciculus;Corpus Callosum,,single study,FA,,,decrease,non-alcoholic Korsakoff syndrome in psychiatric patients,yes,yes,no,
35382232,"Instrumental validation of free water, peak-width of skeletonized mean diffusivity, and white matter hyperintensities: MarkVCID neuroimaging kits",,,,,,review,,,,,,no,no,no,
32182844,Tai Chi Training Evokes Significant Changes in Brain White Matter Network in Older Women,humans,Healthy elderly women,resting-state fMRI;diffusion MRI,,,single study,,,graph theory,,Tai Chi practitioners vs walking participants,yes,yes,no,
