pmcid,table_id,table_label,table_caption,table_foot,n_header_rows,table_data_file
11755477,neurosci-06-00008-t001,Table 1,Complete subject characteristics: N: total number; F: females; CN: cognitively normal; EMCI: early MCI; LMCI: late MCI SD: standard deviation; MMSE: Mini–Mental State Examination; GDS: Geriatric Depression Scale; CDR: Clinical Dementia Rating; FAQ: Functional Activities Questionnaire; APOE: Apolipoprotein E. All the data represent mean ± standard deviation unless otherwise indicated. * with Bonferroni correction. ** from multi-shell.,,3,articles/387/pmcid_11755477/tables/table_000.csv
11755477,neurosci-06-00008-t002,Table 2,Complete MRI scanners and dMRI acquisition information: ms: milliseconds. TR: repetition time—measured in milliseconds (ms). TE: echo time—measured in milliseconds (ms). mm3: cubic millimeters. mm2: Square Millimeters. N: number of images without diffusion. s: seconds. dir: number of diffusion directions. * from multi-shell—only used b = 1000 with 48 directions. ** Data from multi-shell dMRI.,,1,articles/387/pmcid_11755477/tables/table_001.csv
11755477,neurosci-06-00008-t003,Table 3,"The outcomes of the analysis of covariance (ANCOVA) (at a False Discovery Rate (FDR) < 0.05), along with post hoc comparisons, for the f-index (corresponding to Figure 2). % Vol: the volume of the significant cluster within the relative white matter region. <t> the mean of the t-value inside the significant clusters. η2 and g are the effect sizes for the ANCOVA model and the post hoc comparisons, respectively. JHU: Johns Hopkins University white matter atlas. WM: white matter. max: maximum. CN: cognitively normal. EMCI: Early Mild Cognitive Impairment. LMCI: Late Mild Cognitive Impairment. L: left. R: right. ICBM: International Consortium for Brain Mapping, the standardized brain templates and atlases used in neuroimaging. DTI: diffusion tensor imaging. Fornix (cres): crescent-shaped part of the fornix.",,3,articles/387/pmcid_11755477/tables/table_002.csv
11755477,neurosci-06-00008-t004,Table 4,"The outcomes of the analysis of covariance (ANCOVA) (at a False Discovery Rate (FDR) < 0.05), along with post hoc comparisons, for free-water fractional anisotropy (corresponding to Figure 3). % Vol: the volume of the significant cluster within the relative white matter region. <t> the mean of the t-value inside the significant clusters. η2 and g are the effect sizes for the ANCOVA model and the post hoc comparisons, respectively. JHU: Johns Hopkins University white matter atlas. WM: white matter. max: maximum. CN: cognitively normal. EMCI: Early Mild Cognitive Impairment. LMCI: Late Mild Cognitive Impairment. L: left. R: right. ICBM: International Consortium for Brain Mapping, the standardized brain templates and atlases used in neuroimaging. DTI: diffusion tensor imaging. Fornix (cres): crescent-shaped part of the Fornix.",,3,articles/387/pmcid_11755477/tables/table_003.csv
11755477,neurosci-06-00008-t005,Table 5,"The outcomes of the correlations between the f-index and Mini–Mental State Examination for different effect size thresholds. % Vol: the volume of the significant cluster within the relative white matter region. <ρ>: the mean of the effect size value inside the significant clusters. JHU: Johns Hopkins University white matter atlas. WM: white matter. max: maximum. CN: cognitively normal. EMCI: Early Mild Cognitive Impairment. LMCI: Late Mild Cognitive Impairment. L: left. R: right. ICBM: International Consortium for Brain Mapping, the standardized brain templates and atlases used in neuroimaging. DTI: diffusion tensor imaging. Fornix (cres): the crescent-shaped part of the fornix.",,3,articles/387/pmcid_11755477/tables/table_004.csv
11755477,neurosci-06-00008-t006,Table 6,"The outcomes of the correlations between free-water-fractional anisotropy and Mini–Mental State Examination for different effect size thresholds. % Vol: the volume of the significant cluster within the relative white matter region. <ρ>: the mean of the effect size value inside the significant clusters. JHU: Johns Hopkins University white matter atlas. WM: white matter. max: maximum. CN: cognitively normal. EMCI: Early Mild Cognitive Impairment. LMCI: Late Mild Cognitive Impairment. L: left. R: right. ICBM: International Consortium for Brain Mapping, the standardized brain templates and atlases used in neuroimaging. DTI: diffusion tensor imaging. Fornix (cres): the crescent-shaped part of the fornix.",,3,articles/387/pmcid_11755477/tables/table_005.csv
11755477,neurosci-06-00008-t007,Table 7,Region of interest analysis was conducted for all free-water (fw) DTI metrics within the entire white matter. Significant group differences were identified in the f-index metric. All the data represent the mean ± standard deviation unless otherwise indicated. CN: cognitively normal. EMCI: Early Mild Cognitive Impairment. LMCI: Late Mild Cognitive Impairment. F: F-test. t: t-test. FA: fractional anisotropy. AX: axial diffusivity. RAD: radial diffusivity. *** p < 0.001.,,1,articles/387/pmcid_11755477/tables/table_006.csv
11755477,neurosci-06-00008-t008,Table 8,"Volumetric analysis of white matter (WM), gray matter (GM), and cerebrospinal fluid (CSF) volumes across groups. The data are presented as the means (standard deviation). Shapiro–Wilk tests indicate non-normal distributions, and Kruskal–Wallis tests reveal significant differences across groups for all brain compartments. * Three CN individuals and one EMCI individual were excluded from this analysis due to the unavailability of structural images. ** p < 0.001.",,1,articles/387/pmcid_11755477/tables/table_007.csv
8689627,table1-20584601211066467,Table 1.,Results of cognitive testing for the two groups. These are the average results from the tests; the two groups must be as close as possible for MMS and CDT in order to be comparable groups and differ as much as possible for NPI and FLI in order to confirm our hypothesis. Abbreviations: MMSE: Mini-Mental Status Examination; CDT: clock-drawing test; NPI: Neuropsychiatric Inventory; FLI: Frontal Lobe Inventory.,,1,articles/4bd/pmcid_8689627/tables/table_000.csv
8689627,table2-20584601211066467,Table 2.,"A presentation of fractional anisotropy (FA) values in patients with and without behavioral problems. The values presented are averages of FA in right frontal lobe (RF), left frontal lobe (LF), right temporal lobe (RT), left frontal lobe (LT), right occipital lobe (RO), and left occipital lobe (LO). A chi-square test was done to look for differences between the measurements and * denotes p < 0.05. We did only find differences between the measurements of the frontal lobes.",,1,articles/4bd/pmcid_8689627/tables/table_001.csv
8689627,table3-20584601211066467,Table 3.,Logistic regression parameters for each covariate used for predicting behavioral problem status. The lasso-regularized maximum likelihood estimates for the parameters of the logistic linear regression were used to predict the presence or absence of behavioral problems in the patients.,,1,articles/4bd/pmcid_8689627/tables/table_002.csv
4207674,pone-0109676-t001,Table 1,Sociodemographic and clinical characteristics of patients and control subjects.,"Legend. HD = Huntington's disease; Pre-HD = gene-positive, without motor symptoms; SD = standard deviation; df = degrees of freedom; CAG, trinucleotide repeat number; MMSE = Mini Mental State Examination; UHDRS = Unified Huntington's Disease Rating Scale; TFC = Total Functional Capacity; NA = Not Available;††T-student, Bonferroni correction.aPre-HD<HD (when referred to a cognitive scale comparison or CAG repetition, higher punctuations mean greater impairment).bPre-HD>HD (when referred to a cognitive scale comparison, higher punctuations mean lesser impairment).*MMSE: Missing data for 5 Pre-HD & 5 HD subjects.*UHDRS Motor: Missing data for 2 Pre-HD & 2 HD subjects.*UHDRS Cognitive: Missing data for 5 Pre-HD & 2 HD subjects.*UHDRS Behavioral: Missing data for 4 Pre-HD & 2 HD subjects.*UHDRS Functional: Missing data for 2 Pre-HD & 2 HD subjects.*TFC: Missing data for 2 Pre-HD & 2 HD subjects.",1,articles/31a/pmcid_4207674/tables/table_000.csv
4207674,pone-0109676-t002,Table 2,Total Deep White Matter Tractography Group Comparisons.,"Legend. FA = Fractional Anisotropy; AD = Axial Diffusivity; RD = Radial Diffusivity. (AD/RD Mean units: 10−3 mm2/s, R2* (10−3 mm1/s).*Significant FDR corrected results are in BOLD.",2,articles/31a/pmcid_4207674/tables/table_001.csv
4207674,pone-0109676-t003,Table 3,Individual Deep White Matter Tractography Group Comparisons.,"Legend. AF = Arcuate Fasciculus, SLF = Superior Longitudinal Fasciculus, Cing = Cingulate, ILF = Inferior Longitudinal Fasciculus, IFO = Inferior Frontal Occipital fasciculus, ATR = Anterior Thalamic Radiation, UF = Uncinate Fasciculus; Hemi DWM = total left and right Deep White Matter, it is the result of the individual white matter tracts combined for each hemisphere; FA = Fractional Anisotropy; AD = Axial Diffusivity; RD = Radial Diffusivity; R = Right; L = Left.*Significant FDR corrected results are in BOLD.",2,articles/31a/pmcid_4207674/tables/table_002.csv
5534111,Tab1,Table 1,Basic information,"Abbreviation: SIVD subcortical ischemic vascular disease, AD Alzheimer’s disease, CDR Clinical Dementia Rating, SD Standard deviation**p < 0.01***p < 0.001 on comparisons between SIVD and AD",2,articles/f3f/pmcid_5534111/tables/table_000.csv
5534111,Tab2,Table 2,Cognitive status and Neuropsychiatric Inventory among dementia patients,"(1) Mean ± SD were shown. (2) Abbreviation: SIVD subcortical ischemic vascular disease, AD Alzheimer’s disease, CDR Clinical Dementia Rating, MMSE Mini-Mental State Examination, CASI Cognitive Abilities Screening Instrument, Sig. Significance.(3) T-test was used to evaluate the group difference and significant difference was defined as p value <0.05. (4) *p < 0.05 on the comparisons between all SIVD patients and all AD patients;#p < 0.05 on the comparisons between SIVD patients with CDR score = 0.5 and AD patients with CDR score = 0.5; §p < 0.05, §§p < 0.01 on the comparisons between SIVD patients with CDR score = 1 ~ 2 and AD patients with CDR score = 1 ~ 2. (5) £p < 0.05, ££p < 0.01, and £££p < 0.001 on the comparisons between patient with CDR score = 0.5 and with CDR score = 1 ~ 2 among all patients respectively. (6) ǂp < 0.05 and ǂǂp < 0.01 on the comparisons between patient with CDR score = 0.5 and with CDR score = 1 ~ 2 in SIVD group respectively. (7) $$$p < .001 on the comparisons between patient with CDR score = 0.5 and with CDR score = 1 ~ 2 in AD group",2,articles/f3f/pmcid_5534111/tables/table_001.csv
5534111,Tab3,Table 3,Correlation between Neuropsychiatric Inventory and diffusion tensor imaging parameters within corpus callosum across patient groups,"(1) Pearson’s correlation coefficient was used. (2) *p < 0.05, **p < 0.01 on the correlation between NPI and DTI parameters. (3) ǂp < 0.05, ǂǂp < 0.01 on the correlation between NPI and DTI parameters on controlling of age, the total score of CASI, and the CDR score",2,articles/f3f/pmcid_5534111/tables/table_002.csv
